Ph,K,P,N,Zn,S,CLOUD_AMT,PS,temperature_range,wind_chill,CLOUD0/1,temperature_humidity_ratio,precipitation,(WD10M + GWETTOP)/ WS2M_RANGE,label
5.28,58.78,1.82,0.2289,0.95,6.73,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Barley
5.2,103,9,0.334,0.8,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.75,133,2,0.2289,1.5,9,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.78,276,2,0.2289,0.8,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
6.5,89,11,0.076,1,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.68,210,8.8,0.076819645,0.5,2.4,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.4,133,6,0.3095,0.5,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.1,67,3,0.2622,0.6,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.6,92,2,0.2546,1.3,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.1,244,6,0.2488,1.5,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.4,207,2,0.204,0.7,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5,93,4,0.2453,0.9,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
6.98,128,2.2,0.120529872,1.3,0.05,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.6,365,4,0.1868,1.4,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.1,133,4,0.2626,1.2,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.7,127,3,0.3115,0.7,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5,290,2,0.1831,0.9,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.3,127,1,0.2017,1.1,12,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.8,130,2,0.1441,1.2,5,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.8,157,2,0.1988,0.6,5,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Barley
5.7,274,1,0.0894,0.6,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.4,394,5,0.1864,1,10,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.67,212,2,0.17,1.2,10,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
7.13,148,2.96,0.17,1.09,6.72,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.67,124,1,0.17,0.8,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6,127,6,0.0963,1.1,4,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.98,301,12.8,0.14,1.77,7.33,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.5,211,2,0.1705,1.3,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.6,318,8,0.2309,1.6,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.7,190,4,0.1915,1.6,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.53,251,5.46,0.11,0.96,8.39,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6,282,6,0.163,2.5,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.8,269,4,0.2021,2.6,4,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.4,367,5,0.1255,1.1,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.95,505,11,0.09,1.2,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.4,181,6,0.2174,2.5,6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.23,193,7.79,0.13,1.59,7.91,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.78,179,4,0.16,1.6,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.95,545,2,0.09,0.9,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.4,394,9,0.1255,1.7,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.95,441,11,0.16,1.5,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.95,161,2,0.16,1.7,11,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.95,424,2,0.16,1.2,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.95,279,2,0.16,1.3,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.88,232,5,0.12,1.7,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.88,194,5,0.12,1.8,8,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.98,196,9,0.18,0.8,5,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.56,206,14,0.16,1.5,8,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.56,198,8,0.16,1.3,7,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.58,145,13,0.16,1.2,4,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.32,365,3.1,0.236689094,1.2,12.3,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Bean
6.48,327,2,0.16,1.7,7,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.48,163,3,0.16,1.5,6,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.89,215,3,0.16,1.5,10,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.4,294,6,0.16,1.8,9,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.9,308,4,0.134622792,1.7,8,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.8,274,9,0.250293402,1.9,15,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.37,435,2,0.134622792,1.7,9,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.9,230,8,0.134622792,1.6,6,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.8,147,4,0.250293402,0.5,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.4,107,3,0.1333,0.9,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.8,361,5,0.195910715,1.4,19,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.6,274,2,0.0808,1.4,16,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Bean
5.55,507.24,4.5,0.2289,2.47,9.52,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.11,251,6,0.0808,1.5,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.8,202.51,7.42,0.250293402,1.44,3.58,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.15,276.78,8.84,0.0808,1.05,6.99,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.37,362,4,0.111842553,1.9,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.37,310,2,0.111842553,1.2,5,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.68,142,6.8,0.076819645,0.6,3.8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.84,377,9.9,0.150259886,2,7.8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.3,330,1.9,0.109118423,1.4,7.5,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.4,220,4,0.2313,1.3,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.4,361,8,0.2216,1,12,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.8,162,3,0.2984,1.8,4,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.5,378,3,0.2223,1.2,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.6,231,2,0.1464,0.9,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.8,363,3,0.1979,1.5,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
7.1,282,12,0.069481704,1.3,18,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6,195,2,0.0969,1.1,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6,464,4,0.1636,1.2,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.3,270,4,0.1914,0.7,6,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.3,303,2,0.2017,1.2,11,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Bean
6.1,432,5,0.1276,1.5,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.3,217,1,0.2463,1.1,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.7,223,2,0.2566,0.7,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.4,89,1,0.1157,0.9,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.3,154,0.5,0.1139,0.5,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.5,398,5,0.2514,2.7,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.76,235,1.89,0.19,1.62,12.5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.2,243,1,0.18,1.5,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.4,169,1,0.1082,0.8,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.4,260,5,0.1639,1.3,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
4.8,135,1,0.1725,0.9,18,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.28,95,4,0.2289,0.5,10,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Bean
5.26,261,3,0.2289,0.9,14,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Bean
5.86,82,1,0.2289,1,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
6.4,359,6,0.2199,1.5,9,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.8,515,2,0.2122,1.1,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.1,165,1,0.1841,1.2,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.6,247,0.5,0.1238,1,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.5,154,1,0.0946,0.5,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.8,336,9,0.250293402,1.7,9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.8,58,3,0.250293402,0.7,16,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.8,84,1,0.250293402,0.8,11,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
5.3,74,8,0.2279,1.1,19,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.3,72,4,0.2279,0.8,17,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.4,529,3,0.1333,1.6,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
5.7,406,1,0.1318,1.7,12,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
6.4,151,1,0.1209,1.5,6,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Bean
4.9,258,2,0.3092,2.1,13,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Bean
5.3,247,2,0.2871,1.5,15,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
5.3,325,1,0.2241,2,20,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
4.9,414,2,0.2269,1.5,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Bean
6.6,585,10,0.1309,2.3,13,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Bean
6.2,311.221,5.189,0.23,0.893674,13.658,56.57,77.03,17.33083333,20.94090357740211,1,2.5117632387981006,5.710833332499999,0.6682692307692307,Bean
5.65,346.735,4.507,0.23,2.537,10.717,56.57,77.03,17.33083333,20.94090357740211,1,2.5117632387981006,5.710833332499999,0.6682692307692307,Bean
6.2,166.923,4.072,0.23,0.806039,13.01,56.57,77.03,17.33083333,20.94090357740211,1,2.5117632387981006,5.710833332499999,0.6682692307692307,Bean
5.3,281.804,2.093,0.23,1.192,9.946,56.57,77.03,17.33083333,20.94090357740211,1,2.5117632387981006,5.710833332499999,0.6682692307692307,Bean
5.8,265,1,0.250293402,1.4,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.63,112,1.5,0.198480364,2,15,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.18,194,1.5,0.20156988,1.5,8.3,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.85,259,2.4,0.275904325,2.6,12.1,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.56,134,1.8,0.144706333,0.8,15,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.3,87,1,0.2017,0.5,16,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.3,97,2,0.2017,1,15,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.3,282,2,0.2017,1.4,10,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.2,103,2,0.2158,0.5,20,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.3,91,1,0.2017,0.5,10,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
5.3,147,1,0.2017,0.5,14,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.3,243,2,0.2017,0.9,18,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.3,319,8,0.2017,1.7,15,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.2,152,1,0.2158,0.8,19,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.3,259,2,0.2017,0.6,18,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Dagussa
5.3,181,2,0.2017,1.3,17,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Dagussa
6.76,315,5.19,0.1,1.06,7.28,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Fallow
5.3,76,1,0.2353,0.9,14,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Fallow
5.8,348,4,0.1539,1.3,11,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Fallow
7.1,238,7,0.0445,1.1,7,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Fallow
5,89,3,0.3218,1.1,11,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Fallow
7,185,1,0.252362008,0.7,7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Fallow
5.7,167,1,0.1235,1.2,4,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Fallow
6.2,350,9,0.260151402,1.7,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Fallow
6.1,197,6,0.1177,2.8,22,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
6.9,257,10,0.134622792,1.6,7,59.11,77.15,15.388333334249998,0.8240508376439521,1,2.743633276780562,4.475833334,14.798668885191347,Fallow
5.4,507,5,0.1333,1.7,10,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
5.8,79,4,0.250293402,0.6,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
5.85,235.12,7.25,0.2289,1.59,3.47,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
5.41,82,2,0.2289,1,9,59.11,78.58,16.29666667,13.715994206601174,1,2.3963661882878693,8.585833333250001,2.4834983498349836,Fallow
6.4,117,1,0.1209,0.9,7,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
5.5,114,1,0.2289,0.5,8,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
5.3,50,7,0.1156,1,11,59.11,77.29,16.3,6.74050886705135,1,2.438446506666607,7.6450000007500005,6.807763401109058,Fallow
4.86,307,10.7,0.19,1.21,17.5,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
6.1,245,3,0.122,2,8,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.7,532,3,0.2068,2.3,13,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.3,395,3,0.1524,1,16,59.11,76.54,15.875,-0.610965416,1,2.5997361480316346,5.371666666,14.236421725239616,Maize
5.11,389,2.04,0.21,1.9,13.7,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.14,257,1.93,0.23,1.55,11.9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.04,149,13.9,0.26,1.57,15,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
4.96,370,2.93,0.23,1.35,19.6,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.13,258,2.09,0.25,1.62,14.9,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
5.01,97,2.25,0.21,0.93,17.4,59.11,78.25,16.69666667,2.418854593090277,1,2.4269743667768147,7.538333334,12.806985294117647,Maize
